url,label
http://naver.com,1
http://kr.yahoo.com,1
http://nate.com,1
http://paran.com,1
http://cyworld.com,1
http://korea.com,1
http://daum.net,1
http://freechal.com,1
http://chol.com,1
http://hanafos.com,1
http://dreamwiz.com,1
http://kr.msn.com,1
http://dcinside.com,1
http://gamevil.com,1
http://cyberoro.com,1
http://nopp.co.kr,1
http://capogames.net,1
http://tr.nopp.co.kr,1
http://itemmania.com,1
http://pmang.com,1
http://itembay.com,1
http://happyoz.com,1
http://plaync.co.kr,1
http://gametree.co.kr,1
http://mgame.com,1
http://netmarble.net,1
http://ongamenet.com,1
http://gamesum.co.kr,1
http://wemade.com,1
http://hangame.com,1
http://windyzone.com,1
http://muonline.co.kr,1
http://gametime.co.kr,1
http://ygosu.com,1
http://cabal.co.kr,1
http://goorm.com,1
http://inven.co.kr,1
http://nexon.com,1
http://gamemeca.com,1
http://d-fighter.com,1
http://joycity.com,1
http://com2us.com,1
http://webgamech.com,1
http://puppyred.com,1
http://tygem.com,1
http://fomos.kr,1
http://thisisgame.com,1
http://playforum.net,1
http://gamespot.co.kr,1
http://hanbiton.com,1
http://monawa.com,1
http://gemmir.com,1
http://foodmart.co.kr,1
http://sonyunara.com,1
http://skinbebe.com,1
http://sony.co.kr,1
http://sonystyle.co.kr,1
http://bookscan.co.kr,1
http://sroom.co.kr,1
http://bonagirl.com,1
http://shoesmoa.co.kr,1
http://casa.co.kr,1
http://skybell.co.kr,1
http://ibookland.com,1
http://styleby.co.kr,1
http://iehouse.co.kr,1
http://style-story.com,1
http://styleonme.com,1
http://bell365.com,1
http://rsdressroom.com,1
http://ypbooks.co.kr,1
http://stylehomme.com,1
http://styleberry.co.kr,1
http://shinsegae.com,1
http://puch.co.kr,1
http://shinsegaepoint.com,1
http://aura-j.kr,1
http://emart.co.kr,1
http://ssunny.co.kr,1
http://akplaza.com,1
http://cherrykoko.com,1
http://wassada.com,1
http://i-baby.co.kr,1
http://bboram.co.kr,1
http://iamyuri.com,1
http://beyork.com,1
http://attystory.com,1
http://cjonmart.net,1
http://happyromi.co.kr,1
http://cjmall.com,1
http://istyle24.com,1
http://icoda.co.kr,1
http://gscarnet.com,1
http://nak21.com,1
http://gseretail.com,1
http://sayhi.co.kr,1
http://gsshop.com,1
http://funshop.co.kr,1
http://imory.co.kr,1
http://aladdin.co.kr,1
http://akmembers.com,1
http://mbctshop.com,1
http://anappletree.com,1
http://naning9.com,1
http://andstyle.co.kr,1
http://otto.kr,1
http://alice9.com,1
http://31 Pink hit,1
http://pinkhit.com,1
http://sonjabee.com,1
http://11st.co.kr,1
http://evajunie.com,1
http://oneum.co.kr,1
http://shezgood.com,1
http://twang.co.kr,1
http://fashionplus.co.kr,1
http://ganzinara.com,1
http://amypark.co.kr,1
http://feelway.com,1
http://abcmart.co.kr,1
http://genzshop.com,1
http://akmall.com,1
http://ggsing.com,1
http://aka.co.kr,1
http://catsfly.co.kr,1
http://envylook.com,1
http://yeoin.com,1
http://njoyny.com,1
http://kyobobook.co.kr,1
http://wizstory.co.kr,1
http://gumzzi.co.kr,1
http://waawaa.com,1
http://stylenanda.com,1
http://mimididi.co.kr,1
http://netpoints.co.kr,1
http://yeoyou.com,1
http://nseshop.com,1
http://yubsshop.com,1
http://laredoute.co.kr,1
http://yes24.com,1
http://danawa.com,1
http://dcx.co.kr,1
http://danilove.co.kr,1
http://billywilly.co.kr,1
http://conablue.com,1
http://okoutdoor.com,1
http://dawonmall.com,1
http://auction.co.kr,1
http://nanaichi.com,1
http://ombrestyle.co.kr,1
http://chongga.com,1
http://lotteimall.com,1
http://thedew.co.kr,1
http://woot.kr,1
http://idundas.com,1
http://skdutyfree.com,1
http://mplusm.co.kr,1
http://babosarang.co.kr,1
http://wizwid.com,1
http://digue.co.kr,1
http://hauolin.com,1
http://dnshop.com,1
http://wizholic.com,1
http://dhckorea.com,1
http://mangoribbon.com,1
http://yoom.co.kr,1
http://exam.co.kr,1
http://luxurygirl2.com,1
http://2001outlet.com,1
http://luxgirl.com,1
http://heyo.co.kr,1
http://lotte.com,1
http://joyzen.co.kr,1
http://lottemart.com,1
http://etoos.com,1
http://interpark.com,1
http://lottesuper.co.kr,1
http://gmarket.co.kr,1
http://mm.co.kr,1
http://ribbontie.co.kr,1
http://player.co.kr,1
http://libro.co.kr,1
http://vanillamint.net,1
http://lioele.com,1
http://skin79.com,1
http://marant.kr,1
http://1300k.com,1
http://stylebymas.com,1
http://1200m.com,1
http://mahoshop.net,1
http://kantukan.co.kr,1
http://mutnam.com,1
http://compuzone.co.kr,1
http://moazine.com,1
http://ktmall.com,1
http://fashionmil.com,1
http://wingsmal .co.kr,1
http://minikoya.co.kr,1
http://occie.com,1
http://misscandy.co.kr,1
http://qng.co.kr,1
http://miamasvin.co.kr,1
http://10x10.co.kr,1
http://michyeora.com,1
http://halfclub.com,1
http://minzzang.co.kr,1
http://ogage.co.kr,1
http://bagazimuri.com,1
http://boribori.co.kr,1
http://babomall.com,1
http://ticketlink.co.kr,1
http://naingirl.com,1
http://inavi.co.kr,1
http://boxncan.com,1
http://passo.co.kr,1
http://sibuya.co.kr,1
http://smallman.co.kr,1
http://bestgear.co.kr,1
http://flora2.co.kr,1
http://bb.co.kr,1
http://pointpark.com,1
http://bestanime.co.kr,1
http://poombuy.com,1
http://gundamshop.co.kr,1
http://boom-style.com,1
http://pighip.co.kr,1
http://beautynury.com,1
http://nibbuns.co.kr,1
http://storm.co.kr,1
http://brandone.co.kr,1
http://pinkygirl.co.kr,1
http://vivaroom.co.kr,1
http://hadesclub.com,1
http://vividress.com,1
http://himart.co.kr,1
http://assacom.com,1
http://booknlife.com,1
http://cultureland.co.kr,1
http://hahamall.net,1
http://galleria.co.kr,1
http://homeplus.co.kr,1
http://happymoney.co.kr,1
http://shopgirls.co.kr,1
http://hmall.com,1
http://bandinlunis.com,1
http://hosishop.com,1
http://sultang.co.kr,1
http://lottedfs.com,1
http://shopmcm.com,1
http://dfsshilla.com,1
http://snfeel.co.kr,1
http://e-jade.co.kr,1
http://m-6.co.kr,1
http://coryoe.com,1
http://teachiworld.com,1
http://tourexpress.com,1
http://nownewstv.com,1
http://bing.co.kr,1
http://isonghak.co.kr,1
http://ppomppu.co.kr,1
http://popco.net,1
http://enppy.com,1
http://y-star.co.kr,1
http://eyeclick.co.kr,1
http://polinews.co.kr,1
http://saramin.co.kr,1
http://websam.co.kr,1
http://sarangbang.com,1
http://gajai.com,1
http://soccerline.co.kr,1
http://godpeople.com,1
http://eto.co.kr,1
http://vitacampus.co.kr,1
http://samsung.co.kr,1
http://golfsky.com,1
http://samsunglife.com,1
http://freesam.com,1
http://everland.com,1
http://naeilshot.co.kr,1
http://sec.co.kr,1
http://arreo.com,1
http://edigitalplaza.com,1
http://mypcis.com,1
http://samsungmobile.com,1
http://bugsmusic.co.kr,1
http://samsungsvc.co.kr,1
http://clubnex.co.kr,1
http://samsungcard.co.kr,1
http://dbpia.co.kr,1
http://homeplusstory.com,1
http://myanycar.com,1
http://img.or.kr,1
http://samsungfire.com,1
http://prugio.com,1
http://samyangfood.co.kr,1
http://the-mac.co.kr,1
http://sda.co.kr,1
http://theamy.co.kr,1
http://konjiamresort.co.kr,1
http://bill36524.com,1
http://seoulland.co.kr,1
http://ddaily.co.kr,1
http://smr.seoul.kr,1
http://ddanzi.com,1
http://seoul.co.kr,1
http://amc.seoul.kr,1
http://jestina.com,1
http://seoulmilk.com,1
http://lotteria.com,1
http://seoulmilk.co.kr,1
http://am.co.kr,1
http://seoprise.com,1
http://mybi.co.kr,1
http://segye.com,1
http://design2.co.kr,1
http://cetizen.com,1
http://mt.co.kr,1
http://soribada.com,1
http://moga.co.kr,1
http://soriaudio.com,1
http://modetour.co.kr,1
http://consumernews.co.kr,1
http://totorosa.com,1
http://kkang.co.kr,1
http://x-y.net,1
http://picaplay.com,1
http://shesnara.com,1
http://bobpul.com,1
http://scout.co.kr,1
http://betanews.co.kr,1
http://skysms.co.kr,1
http://myvov.com,1
http://theskinfood.com,1
http://dipts.com,1
http://sta1.com,1
http://visangedu.com,1
http://stylet.com,1
http://sportsseoul.com,1
http://bizmailer.co.kr,1
http://betman.co.kr,1
http://druginfo.co.kr,1
http://speedbank.co.kr,1
http://daara.co.kr,1
http://sisaseoul.com,1
http://wsurvey.net,1
http://superboard.com,1
http://clubcity.kr,1
http://snaps.co.kr,1
http://sdpro.co.kr,1
http://sybook.co.kr,1
http://i-scream.com,1
http://shinhanlife.co.kr,1
http://emartmall.com,1
http://cafe24.com,1
http://7dayz.co.kr,1
http://momsdiary.co.kr,1
